language,term,CIEL_L,CIEL_a,CIEL_b
Korean,palahta,71.6,-5.09,-30.75
Korean,palahta,61.7,-4.52,-39.18
Korean,palahta,51.57,-3.41,-48.08
Korean,palahta,41.22,-2.09,-40.81
Korean,palahta,30.77,0.29,-43.03
Korean,palahta,20.54,0.11,-26.61
Korean,palahta,91.08,1.12,-5.38
Korean,palahta,81.35,3.22,-14.27
Korean,palahta,71.6,6.06,-22.71
Korean,palahta,61.7,9.58,-30.64
Korean,palahta,51.57,14.19,-39.14
Korean,palahta,41.22,20.81,-48.05
Korean,palahta,30.77,25.75,-49.63
Korean,palahta,20.54,23.81,-41.87
Korean,noksayk,91.08,2.95,-4.85
Korean,noksayk,81.35,8.19,-12.62
Korean,noksayk,71.6,13.67,-19.66
Korean,noksayk,61.7,20.07,-26.92
Korean,noksayk,51.57,27.4,-33.72
Korean,noksayk,41.22,29.49,-34.06
Korean,noksayk,30.77,33.51,-35.69
Korean,noksayk,20.54,26.82,-27.84
Korean,changsayk,91.08,3.36,-4.24
Korean,changsayk,81.35,9.68,-11.26
Korean,changsayk,71.6,16.13,-17.52
Korean,changsayk,61.7,23.29,-23.79
Korean,changsayk,51.57,31.24,-29.94
Korean,changsayk,41.22,33.08,-30.5
Korean,changsayk,30.77,36.9,-32.14
Korean,changsayk,20.54,29.26,-25.01
Korean,ppalkahta,91.08,4.31,-2.82
Korean,ppalkahta,81.35,18.74,-12.74
Korean,ppalkahta,71.6,26.62,-18.32
Korean,ppalkahta,61.7,34.47,-24.03
Korean,ppalkahta,51.57,35.21,-24.66
Korean,ppalkahta,41.22,36.48,-25.75
Korean,ppalkahta,30.77,39.78,-27.99
Korean,ppalkahta,20.54,22.74,-16.65
Korean,palahta,91.08,5.04,-1.14
Korean,palahta,81.35,22.62,-5.51
Korean,palahta,71.6,38.97,-10.98
Korean,palahta,61.7,38.67,-11.63
Korean,palahta,51.57,48.98,-15.95
Korean,palahta,41.22,49.84,-17.34
Korean,palahta,30.77,44.87,-16.65
Korean,palahta,20.54,34.44,-14.69
Korean,ppalkahta,91.08,5.27,-0.1
Korean,ppalkahta,81.35,23.53,-0.96
Korean,ppalkahta,71.6,40.04,-2.7
Korean,ppalkahta,61.7,40.07,-3.44
Korean,ppalkahta,51.57,51.2,-5.84
Korean,ppalkahta,41.22,51.84,-8.08
Korean,ppalkahta,30.77,46.25,-9.51
Korean,ppalkahta,20.54,35.44,-10.4
Korean,noksayk,91.08,5.41,0.74
Korean,noksayk,81.35,23.82,2.52
Korean,noksayk,71.6,32.47,2.76
Korean,noksayk,61.7,49.38,2.78
Korean,noksayk,51.57,59.69,1.53
Korean,noksayk,41.22,52.58,-0.05
Korean,noksayk,30.77,46.93,-2.51
Korean,noksayk,20.54,35.97,-6.33
Korean,changsayk,91.08,5.44,1.5
Korean,changsayk,81.35,23.74,6.18
Korean,changsayk,71.6,32.41,7.97
Korean,changsayk,61.7,49.67,10.71
Korean,changsayk,51.57,59.79,10.72
Korean,changsayk,41.22,61.57,8.63
Korean,changsayk,30.77,47.63,5.24
Korean,changsayk,20.54,36.42,-2.08
Spanish,azul,91.08,5.53,2.22
Spanish,azul,81.35,23.67,9.47
Spanish,azul,71.6,32.18,12.57
Spanish,azul,61.7,49.42,18.23
Spanish,azul,51.57,59.36,19.67
Spanish,azul,41.22,61.4,17.92
Spanish,azul,30.77,47.34,12.58
Spanish,azul,20.54,36.82,3.13
Spanish,anaranjado,91.08,5.54,4.46
Spanish,anaranjado,81.35,22.67,17.48
Spanish,anaranjado,71.6,38.22,29.22
Spanish,anaranjado,61.7,46.38,35.47
Spanish,anaranjado,51.57,55.76,42.05
Spanish,anaranjado,41.22,56.6,40.99
Spanish,anaranjado,30.77,52.68,34.06
Spanish,anaranjado,20.54,35.15,15.44
Spanish,verde,91.08,3.14,12.37
Spanish,verde,81.35,14.98,47.04
Spanish,verde,71.6,24.12,84.39
Spanish,verde,61.7,22.09,71.31
Spanish,verde,51.57,19.79,58.75
Spanish,verde,41.22,17.04,45.95
Spanish,verde,30.77,13.89,33.8
Spanish,verde,20.54,10.16,21.44
Spanish,azul,91.08,-5.25,45.24
Spanish,azul,81.35,-3.69,100.18
Spanish,azul,71.6,-2.3,85.64
Spanish,azul,61.7,-1.4,71.61
Spanish,azul,51.57,-0.48,57.27
Spanish,azul,41.22,-0.21,42.37
Spanish,azul,30.77,-0.15,26.58
Spanish,azul,20.54,-0.11,12.03
Spanish,verde,91.08,-12.17,45.9
Spanish,verde,81.35,-17.25,87.99
Spanish,verde,71.6,-15.98,87.62
Spanish,verde,61.7,-14.02,73.17
Spanish,verde,51.57,-11.71,58.46
Spanish,verde,41.22,-9.31,43.05
Spanish,verde,30.77,-6.44,26.57
Spanish,verde,20.54,-3.09,10.75
Spanish,verde,91.08,-16.65,44.66
Spanish,verde,81.35,-26.04,85.63
Spanish,verde,71.6,-24.87,85.15
Spanish,verde,61.7,-21.81,70.54
Spanish,verde,51.57,-18.37,55.88
Spanish,verde,41.22,-14.57,40.52
Spanish,verde,30.77,-10.05,24.97
Spanish,verde,20.54,-4.47,9.36
Spanish,gris,91.08,-12.29,10.56
Spanish,gris,81.35,-38.45,34.02
Spanish,gris,71.6,-46.7,41.31
Spanish,gris,61.7,-55.94,49.19
Spanish,gris,51.57,-56.86,49.22
Spanish,gris,41.22,-38.39,31.53
Spanish,gris,30.77,-27.26,20.69
Spanish,gris,20.54,-16.46,11.28
Spanish,azul,91.08,-13.22,3.82
Spanish,azul,81.35,-33.63,8.67
Spanish,azul,71.6,-41.85,9.77
Spanish,azul,61.7,-52.09,10.63
Spanish,azul,51.57,-52.69,9.7
Spanish,azul,41.22,-53.43,8.61
Spanish,azul,30.77,-49.93,6.94
Spanish,azul,20.54,-27.43,4.26
Spanish,verde,91.08,-12.96,2.42
Spanish,verde,81.35,-33.04,4.96
Spanish,verde,71.6,-41.54,5.41
Spanish,verde,61.7,-51.88,5.51
Spanish,verde,51.57,-51.99,4.46
Spanish,verde,41.22,-52.68,3.36
Spanish,verde,30.77,-39.18,2.14
Spanish,verde,20.54,-26.87,1.22
Spanish,azul,91.08,-6.32,-5.08
Spanish,azul,81.35,-13.22,-11.59
Spanish,azul,71.6,-18.37,-18.07
Spanish,azul,61.7,-22.98,-25.73
Spanish,azul,51.57,-21.72,-26.63
Spanish,azul,41.22,-21.08,-28.21
Spanish,azul,30.77,-15.41,-22.0
Spanish,azul,20.54,-9.52,-13.99
Spanish,verde,91.08,2.95,-4.85
Spanish,verde,81.35,8.19,-12.62
Spanish,verde,71.6,13.67,-19.66
Spanish,verde,61.7,20.07,-26.92
Spanish,verde,51.57,27.4,-33.72
Spanish,verde,41.22,29.49,-34.06
Spanish,verde,30.77,33.51,-35.69
Spanish,verde,20.54,26.82,-27.84
Spanish,azul,91.08,3.36,-4.24
Spanish,azul,81.35,9.68,-11.26
Spanish,azul,71.6,16.13,-17.52
Spanish,azul,61.7,23.29,-23.79
Spanish,azul,51.57,31.24,-29.94
Spanish,azul,41.22,33.08,-30.5
Spanish,azul,30.77,36.9,-32.14
Spanish,azul,20.54,29.26,-25.01
Spanish,verde,91.08,4.7,-2.0
Spanish,verde,81.35,21.03,-9.69
Spanish,verde,71.6,29.26,-13.95
Spanish,verde,61.7,37.1,-18.34
Spanish,verde,51.57,46.17,-23.4
Spanish,verde,41.22,46.93,-24.7
Spanish,verde,30.77,42.44,-23.6
Spanish,verde,20.54,24.14,-14.33
Spanish,azul,91.08,5.04,-1.14
Spanish,azul,81.35,22.62,-5.51
Spanish,azul,71.6,38.97,-10.98
Spanish,azul,61.7,38.67,-11.63
Spanish,azul,51.57,48.98,-15.95
Spanish,azul,41.22,49.84,-17.34
Spanish,azul,30.77,44.87,-16.65
Spanish,azul,20.54,34.44,-14.69
Spanish,verde,91.08,5.41,0.74
Spanish,verde,81.35,23.82,2.52
Spanish,verde,71.6,32.47,2.76
Spanish,verde,61.7,49.38,2.78
Spanish,verde,51.57,59.69,1.53
Spanish,verde,41.22,52.58,-0.05
Spanish,verde,30.77,46.93,-2.51
Spanish,verde,20.54,35.97,-6.33
Spanish,azul,91.08,5.44,1.5
Spanish,azul,81.35,23.74,6.18
Spanish,azul,71.6,32.41,7.97
Spanish,azul,61.7,49.67,10.71
Spanish,azul,51.57,59.79,10.72
Spanish,azul,41.22,61.57,8.63
Spanish,azul,30.77,47.63,5.24
Spanish,azul,20.54,36.42,-2.08
Tagalog,tantankin,91.08,1.28,14.41
Tagalog,tantankin,81.35,15.1,90.21
Tagalog,tantankin,71.6,15.62,90.72
Tagalog,tantankin,61.7,14.45,76.93
Tagalog,tantankin,51.57,13.12,63.99
Tagalog,tantankin,41.22,9.31,37.8
Tagalog,tantankin,30.77,9.51,37.16
Tagalog,tantankin,20.54,3.62,11.09
Swahili,buluu,91.08,5.53,2.22
Swahili,buluu,81.35,23.67,9.47
Swahili,buluu,71.6,32.18,12.57
Swahili,buluu,61.7,49.42,18.23
Swahili,buluu,51.57,59.36,19.67
Swahili,buluu,41.22,61.4,17.92
Swahili,buluu,30.77,47.34,12.58
Swahili,buluu,20.54,36.82,3.13
Swahili,kijani,91.08,5.51,3.28
Swahili,kijani,81.35,23.18,13.11
Swahili,kijani,71.6,31.7,17.23
Swahili,kijani,61.7,48.53,25.92
Swahili,kijani,51.57,58.01,30.52
Swahili,kijani,41.22,59.5,30.17
Swahili,kijani,30.77,46.08,20.6
Swahili,kijani,20.54,36.64,9.24
Swahili,nyekundu,91.08,5.54,4.46
Swahili,nyekundu,81.35,22.67,17.48
Swahili,nyekundu,71.6,38.22,29.22
Swahili,nyekundu,61.7,46.38,35.47
Swahili,nyekundu,51.57,55.76,42.05
Swahili,nyekundu,41.22,56.6,40.99
Swahili,nyekundu,30.77,52.68,34.06
Swahili,nyekundu,20.54,35.15,15.44
Swahili,nyeusi,91.08,5.43,5.64
Swahili,nyeusi,81.35,21.06,22.4
Swahili,nyeusi,71.6,34.96,37.54
Swahili,nyeusi,61.7,49.15,56.82
Swahili,nyeusi,51.57,55.2,68.32
Swahili,nyeusi,41.22,51.06,58.81
Swahili,nyeusi,30.77,40.89,36.03
Swahili,nyeusi,20.54,25.15,16.6
Swahili,kijani,91.08,5.21,7.67
Swahili,kijani,81.35,18.52,26.72
Swahili,kijani,71.6,30.67,44.56
Swahili,kijani,61.7,44.69,79.79
Swahili,kijani,51.57,40.53,69.04
Swahili,kijani,41.22,32.37,46.62
Swahili,kijani,30.77,28.16,36.05
Swahili,kijani,20.54,15.99,14.49
Swahili,nyekundu,91.08,1.28,14.41
Swahili,nyekundu,81.35,15.1,90.21
Swahili,nyekundu,71.6,15.62,90.72
Swahili,nyekundu,61.7,14.45,76.93
Swahili,nyekundu,51.57,13.12,63.99
Swahili,nyekundu,41.22,9.31,37.8
Swahili,nyekundu,30.77,9.51,37.16
Swahili,nyekundu,20.54,3.62,11.09
Swahili,nyeusi,91.08,-5.25,45.24
Swahili,nyeusi,81.35,-3.69,100.18
Swahili,nyeusi,71.6,-2.3,85.64
Swahili,nyeusi,61.7,-1.4,71.61
Swahili,nyeusi,51.57,-0.48,57.27
Swahili,nyeusi,41.22,-0.21,42.37
Swahili,nyeusi,30.77,-0.15,26.58
Swahili,nyeusi,20.54,-0.11,12.03
Swahili,nyeusi,91.08,-9.03,45.94
Swahili,nyeusi,81.35,-10.94,87.9
Swahili,nyeusi,71.6,-9.51,87.14
Swahili,nyeusi,61.7,-7.92,73.21
Swahili,nyeusi,51.57,-6.4,58.71
Swahili,nyeusi,41.22,-4.87,43.26
Swahili,nyeusi,30.77,-3.32,26.87
Swahili,nyeusi,20.54,-1.74,11.57
Swahili,kimanjano,91.08,-12.17,45.9
Swahili,kimanjano,81.35,-17.25,87.99
Swahili,kimanjano,71.6,-15.98,87.62
Swahili,kimanjano,61.7,-14.02,73.17
Swahili,kimanjano,51.57,-11.71,58.46
Swahili,kimanjano,41.22,-9.31,43.05
Swahili,kimanjano,30.77,-6.44,26.57
Swahili,kimanjano,20.54,-3.09,10.75
Swahili,nyeusi,91.08,-16.65,44.66
Swahili,nyeusi,81.35,-26.04,85.63
Swahili,nyeusi,71.6,-24.87,85.15
Swahili,nyeusi,61.7,-21.81,70.54
Swahili,nyeusi,51.57,-18.37,55.88
Swahili,nyeusi,41.22,-14.57,40.52
Swahili,nyeusi,30.77,-10.05,24.97
Swahili,nyeusi,20.54,-4.47,9.36
Swahili,nyeusi,91.08,-14.67,29.61
Swahili,nyeusi,81.35,-30.49,65.57
Swahili,nyeusi,71.6,-34.49,79.15
Swahili,nyeusi,61.7,-30.13,65.11
Swahili,nyeusi,51.57,-25.02,50.55
Swahili,nyeusi,41.22,-19.48,36.56
Swahili,nyeusi,30.77,-13.04,21.97
Swahili,nyeusi,20.54,-5.36,7.98
Swahili,kijivu,91.08,-12.29,10.56
Swahili,kijivu,81.35,-38.45,34.02
Swahili,kijivu,71.6,-46.7,41.31
Swahili,kijivu,61.7,-55.94,49.19
Swahili,kijivu,51.57,-56.86,49.22
Swahili,kijivu,41.22,-38.39,31.53
Swahili,kijivu,30.77,-27.26,20.69
Swahili,kijivu,20.54,-16.46,11.28
Swahili,nyeusi,91.08,-13.24,5.48
Swahili,nyeusi,81.35,-33.8,12.41
Swahili,nyeusi,71.6,-41.95,14.43
Swahili,nyeusi,61.7,-52.22,16.26
Swahili,nyeusi,51.57,-52.87,15.46
Swahili,nyeusi,41.22,-54.08,14.27
Swahili,nyeusi,30.77,-39.62,10.61
Swahili,nyeusi,20.54,-27.79,7.33
Swahili,buluu,91.08,-13.22,3.82
Swahili,buluu,81.35,-33.63,8.67
Swahili,buluu,71.6,-41.85,9.77
Swahili,buluu,61.7,-52.09,10.63
Swahili,buluu,51.57,-52.69,9.7
Swahili,buluu,41.22,-53.43,8.61
Swahili,buluu,30.77,-49.93,6.94
Swahili,buluu,20.54,-27.43,4.26
Swahili,kijani,91.08,-12.96,2.42
Swahili,kijani,81.35,-33.04,4.96
Swahili,kijani,71.6,-41.54,5.41
Swahili,kijani,61.7,-51.88,5.51
Swahili,kijani,51.57,-51.99,4.46
Swahili,kijani,41.22,-52.68,3.36
Swahili,kijani,30.77,-39.18,2.14
Swahili,kijani,20.54,-26.87,1.22
Swahili,nyekundu,91.08,-12.69,1.23
Swahili,nyekundu,81.35,-32.18,1.81
Swahili,nyekundu,71.6,-40.91,1.15
Swahili,nyekundu,61.7,-41.11,0.19
Swahili,nyekundu,51.57,-51.2,-1.36
Swahili,nyekundu,41.22,-41.21,-2.07
Swahili,nyekundu,30.77,-29.07,-1.92
Swahili,nyekundu,20.54,-17.18,-1.47
Swahili,kimanjano,91.08,-11.94,-0.27
Swahili,kimanjano,81.35,-21.19,-1.35
Swahili,kimanjano,71.6,-39.21,-4.56
Swahili,kimanjano,61.7,-39.17,-5.88
Swahili,kimanjano,51.57,-38.59,-7.0
Swahili,kimanjano,41.22,-39.09,-8.33
Swahili,kimanjano,30.77,-27.32,-6.72
Swahili,kimanjano,20.54,-16.13,-4.67
Swahili,urujuani,91.08,-10.86,-2.13
Swahili,urujuani,81.35,-19.64,-4.3
Swahili,urujuani,71.6,-27.52,-7.11
Swahili,urujuani,61.7,-36.77,-10.9
Swahili,urujuani,51.57,-36.19,-11.99
Swahili,urujuani,41.22,-36.33,-13.61
Swahili,urujuani,30.77,-25.67,-10.89
Swahili,urujuani,20.54,-15.07,-7.11
Swahili,buluu,91.08,-6.32,-5.08
Swahili,buluu,81.35,-13.22,-11.59
Swahili,buluu,71.6,-18.37,-18.07
Swahili,buluu,61.7,-22.98,-25.73
Swahili,buluu,51.57,-21.72,-26.63
Swahili,buluu,41.22,-21.08,-28.21
Swahili,buluu,30.77,-15.41,-22.0
Swahili,buluu,20.54,-9.52,-13.99
Swahili,nyekundu,91.08,-3.48,-5.55
Swahili,nyekundu,81.35,-6.82,-13.92
Swahili,nyekundu,71.6,-12.05,-29.46
Swahili,nyekundu,61.7,-13.07,-37.55
Swahili,nyekundu,51.57,-11.88,-38.56
Swahili,nyekundu,41.22,-10.54,-39.65
Swahili,nyekundu,30.77,-7.86,-33.8
Swahili,nyekundu,20.54,-5.25,-25.49
Swahili,kijani,91.08,-1.49,-5.61
Swahili,kijani,81.35,-5.05,-23.28
Swahili,kijani,71.6,-5.09,-30.75
Swahili,kijani,61.7,-4.52,-39.18
Swahili,kijani,51.57,-3.41,-48.08
Swahili,kijani,41.22,-2.09,-40.81
Swahili,kijani,30.77,0.29,-43.03
Swahili,kijani,20.54,0.11,-26.61
Swahili,urujuani,91.08,2.19,-4.93
Swahili,urujuani,81.35,5.82,-13.42
Swahili,urujuani,71.6,10.25,-21.6
Swahili,urujuani,61.7,15.28,-29.05
Swahili,urujuani,51.57,22.05,-37.02
Swahili,urujuani,41.22,24.29,-38.02
Swahili,urujuani,30.77,28.36,-39.75
Swahili,urujuani,20.54,23.12,-31.33
Swahili,buluu,91.08,3.36,-4.24
Swahili,buluu,81.35,9.68,-11.26
Swahili,buluu,71.6,16.13,-17.52
Swahili,buluu,61.7,23.29,-23.79
Swahili,buluu,51.57,31.24,-29.94
Swahili,buluu,41.22,33.08,-30.5
Swahili,buluu,30.77,36.9,-32.14
Swahili,buluu,20.54,29.26,-25.01
Swahili,nyeusi,91.08,4.7,-2.0
Swahili,nyeusi,81.35,21.03,-9.69
Swahili,nyeusi,71.6,29.26,-13.95
Swahili,nyeusi,61.7,37.1,-18.34
Swahili,nyeusi,51.57,46.17,-23.4
Swahili,nyeusi,41.22,46.93,-24.7
Swahili,nyeusi,30.77,42.44,-23.6
Swahili,nyeusi,20.54,24.14,-14.33
Swahili,buluu,91.08,5.04,-1.14
Swahili,buluu,81.35,22.62,-5.51
Swahili,buluu,71.6,38.97,-10.98
Swahili,buluu,61.7,38.67,-11.63
Swahili,buluu,51.57,48.98,-15.95
Swahili,buluu,41.22,49.84,-17.34
Swahili,buluu,30.77,44.87,-16.65
Swahili,buluu,20.54,34.44,-14.69
Swahili,nyekundu,91.08,5.27,-0.1
Swahili,nyekundu,81.35,23.53,-0.96
Swahili,nyekundu,71.6,40.04,-2.7
Swahili,nyekundu,61.7,40.07,-3.44
Swahili,nyekundu,51.57,51.2,-5.84
Swahili,nyekundu,41.22,51.84,-8.08
Swahili,nyekundu,30.77,46.25,-9.51
Swahili,nyekundu,20.54,35.44,-10.4
Tagalog,"bughaw,",91.08,5.53,2.22
Tagalog,"bughaw,",81.35,23.67,9.47
Tagalog,"bughaw,",71.6,32.18,12.57
Tagalog,"bughaw,",61.7,49.42,18.23
Tagalog,"bughaw,",51.57,59.36,19.67
Tagalog,"bughaw,",41.22,61.4,17.92
Tagalog,"bughaw,",30.77,47.34,12.58
Tagalog,"bughaw,",20.54,36.82,3.13
Tagalog,pula,91.08,5.54,4.46
Tagalog,pula,81.35,22.67,17.48
Tagalog,pula,71.6,38.22,29.22
Tagalog,pula,61.7,46.38,35.47
Tagalog,pula,51.57,55.76,42.05
Tagalog,pula,41.22,56.6,40.99
Tagalog,pula,30.77,52.68,34.06
Tagalog,pula,20.54,35.15,15.44
Tagalog,berde,91.08,5.21,7.67
Tagalog,berde,81.35,18.52,26.72
Tagalog,berde,71.6,30.67,44.56
Tagalog,berde,61.7,44.69,79.79
Tagalog,berde,51.57,40.53,69.04
Tagalog,berde,41.22,32.37,46.62
Tagalog,berde,30.77,28.16,36.05
Tagalog,berde,20.54,15.99,14.49
Tagalog,berde,91.08,3.14,12.37
Tagalog,berde,81.35,14.98,47.04
Tagalog,berde,71.6,24.12,84.39
Tagalog,berde,61.7,22.09,71.31
Tagalog,berde,51.57,19.79,58.75
Tagalog,berde,41.22,17.04,45.95
Tagalog,berde,30.77,13.89,33.8
Tagalog,berde,20.54,10.16,21.44
Tagalog,kayumanggi,91.08,-0.46,29.79
Tagalog,kayumanggi,81.35,7.28,109.12
Tagalog,kayumanggi,71.6,6.22,81.95
Tagalog,kayumanggi,61.7,5.87,68.59
Tagalog,kayumanggi,51.57,5.33,54.9
Tagalog,kayumanggi,41.22,4.42,40.43
Tagalog,kayumanggi,30.77,3.1,25.71
Tagalog,kayumanggi,20.54,1.58,11.89
Tagalog,"bughaw,",91.08,-5.25,45.24
Tagalog,"bughaw,",81.35,-3.69,100.18
Tagalog,"bughaw,",71.6,-2.3,85.64
Tagalog,"bughaw,",61.7,-1.4,71.61
Tagalog,"bughaw,",51.57,-0.48,57.27
Tagalog,"bughaw,",41.22,-0.21,42.37
Tagalog,"bughaw,",30.77,-0.15,26.58
Tagalog,"bughaw,",20.54,-0.11,12.03
Tagalog,itim,91.08,-9.03,45.94
Tagalog,itim,81.35,-10.94,87.9
Tagalog,itim,71.6,-9.51,87.14
Tagalog,itim,61.7,-7.92,73.21
Tagalog,itim,51.57,-6.4,58.71
Tagalog,itim,41.22,-4.87,43.26
Tagalog,itim,30.77,-3.32,26.87
Tagalog,itim,20.54,-1.74,11.57
Tagalog,berde,91.08,-12.17,45.9
Tagalog,berde,81.35,-17.25,87.99
Tagalog,berde,71.6,-15.98,87.62
Tagalog,berde,61.7,-14.02,73.17
Tagalog,berde,51.57,-11.71,58.46
Tagalog,berde,41.22,-9.31,43.05
Tagalog,berde,30.77,-6.44,26.57
Tagalog,berde,20.54,-3.09,10.75
Tagalog,itim,91.08,-16.65,44.66
Tagalog,itim,81.35,-26.04,85.63
Tagalog,itim,71.6,-24.87,85.15
Tagalog,itim,61.7,-21.81,70.54
Tagalog,itim,51.57,-18.37,55.88
Tagalog,itim,41.22,-14.57,40.52
Tagalog,itim,30.77,-10.05,24.97
Tagalog,itim,20.54,-4.47,9.36
Tagalog,itim,91.08,-14.67,29.61
Tagalog,itim,81.35,-30.49,65.57
Tagalog,itim,71.6,-34.49,79.15
Tagalog,itim,61.7,-30.13,65.11
Tagalog,itim,51.57,-25.02,50.55
Tagalog,itim,41.22,-19.48,36.56
Tagalog,itim,30.77,-13.04,21.97
Tagalog,itim,20.54,-5.36,7.98
Tagalog,lila,91.08,-10.76,13.38
Tagalog,lila,81.35,-40.58,54.46
Tagalog,lila,71.6,-40.28,53.23
Tagalog,lila,61.7,-46.97,64.65
Tagalog,lila,51.57,-40.14,52.84
Tagalog,lila,41.22,-33.18,41.15
Tagalog,lila,30.77,-23.96,27.29
Tagalog,lila,20.54,-14.85,15.25
Tagalog,kulay-abo,91.08,-12.29,10.56
Tagalog,kulay-abo,81.35,-38.45,34.02
Tagalog,kulay-abo,71.6,-46.7,41.31
Tagalog,kulay-abo,61.7,-55.94,49.19
Tagalog,kulay-abo,51.57,-56.86,49.22
Tagalog,kulay-abo,41.22,-38.39,31.53
Tagalog,kulay-abo,30.77,-27.26,20.69
Tagalog,kulay-abo,20.54,-16.46,11.28
Tagalog,itim,91.08,-13.24,5.48
Tagalog,itim,81.35,-33.8,12.41
Tagalog,itim,71.6,-41.95,14.43
Tagalog,itim,61.7,-52.22,16.26
Tagalog,itim,51.57,-52.87,15.46
Tagalog,itim,41.22,-54.08,14.27
Tagalog,itim,30.77,-39.62,10.61
Tagalog,itim,20.54,-27.79,7.33
Tagalog,"bughaw,",91.08,-13.22,3.82
Tagalog,"bughaw,",81.35,-33.63,8.67
Tagalog,"bughaw,",71.6,-41.85,9.77
Tagalog,"bughaw,",61.7,-52.09,10.63
Tagalog,"bughaw,",51.57,-52.69,9.7
Tagalog,"bughaw,",41.22,-53.43,8.61
Tagalog,"bughaw,",30.77,-49.93,6.94
Tagalog,"bughaw,",20.54,-27.43,4.26
Tagalog,berde,91.08,-12.96,2.42
Tagalog,berde,81.35,-33.04,4.96
Tagalog,berde,71.6,-41.54,5.41
Tagalog,berde,61.7,-51.88,5.51
Tagalog,berde,51.57,-51.99,4.46
Tagalog,berde,41.22,-52.68,3.36
Tagalog,berde,30.77,-39.18,2.14
Tagalog,berde,20.54,-26.87,1.22
Tagalog,rosas,91.08,-12.69,1.23
Tagalog,rosas,81.35,-32.18,1.81
Tagalog,rosas,71.6,-40.91,1.15
Tagalog,rosas,61.7,-41.11,0.19
Tagalog,rosas,51.57,-51.2,-1.36
Tagalog,rosas,41.22,-41.21,-2.07
Tagalog,rosas,30.77,-29.07,-1.92
Tagalog,rosas,20.54,-17.18,-1.47
Tagalog,dilaw,91.08,-11.94,-0.27
Tagalog,dilaw,81.35,-21.19,-1.35
Tagalog,dilaw,71.6,-39.21,-4.56
Tagalog,dilaw,61.7,-39.17,-5.88
Tagalog,dilaw,51.57,-38.59,-7.0
Tagalog,dilaw,41.22,-39.09,-8.33
Tagalog,dilaw,30.77,-27.32,-6.72
Tagalog,dilaw,20.54,-16.13,-4.67
Tagalog,lila,91.08,-10.86,-2.13
Tagalog,lila,81.35,-19.64,-4.3
Tagalog,lila,71.6,-27.52,-7.11
Tagalog,lila,61.7,-36.77,-10.9
Tagalog,lila,51.57,-36.19,-11.99
Tagalog,lila,41.22,-36.33,-13.61
Tagalog,lila,30.77,-25.67,-10.89
Tagalog,lila,20.54,-15.07,-7.11
Tagalog,"bughaw,",91.08,-6.32,-5.08
Tagalog,"bughaw,",81.35,-13.22,-11.59
Tagalog,"bughaw,",71.6,-18.37,-18.07
Tagalog,"bughaw,",61.7,-22.98,-25.73
Tagalog,"bughaw,",51.57,-21.72,-26.63
Tagalog,"bughaw,",41.22,-21.08,-28.21
Tagalog,"bughaw,",30.77,-15.41,-22.0
Tagalog,"bughaw,",20.54,-9.52,-13.99
Tagalog,rosas,91.08,-3.48,-5.55
Tagalog,rosas,81.35,-6.82,-13.92
Tagalog,rosas,71.6,-12.05,-29.46
Tagalog,rosas,61.7,-13.07,-37.55
Tagalog,rosas,51.57,-11.88,-38.56
Tagalog,rosas,41.22,-10.54,-39.65
Tagalog,rosas,30.77,-7.86,-33.8
Tagalog,rosas,20.54,-5.25,-25.49
Tagalog,berde,91.08,-1.49,-5.61
Tagalog,berde,81.35,-5.05,-23.28
Tagalog,berde,71.6,-5.09,-30.75
Tagalog,berde,61.7,-4.52,-39.18
Tagalog,berde,51.57,-3.41,-48.08
Tagalog,berde,41.22,-2.09,-40.81
Tagalog,berde,30.77,0.29,-43.03
Tagalog,berde,20.54,0.11,-26.61
Tagalog,kayumanggi,91.08,-0.37,-5.58
Tagalog,kayumanggi,81.35,-0.24,-24.03
Tagalog,kayumanggi,71.6,0.85,-31.32
Tagalog,kayumanggi,61.7,2.64,-39.49
Tagalog,kayumanggi,51.57,5.02,-48.35
Tagalog,kayumanggi,41.22,7.17,-48.94
Tagalog,kayumanggi,30.77,7.86,-43.39
Tagalog,kayumanggi,20.54,7.63,-35.92
Tagalog,lila,91.08,2.19,-4.93
Tagalog,lila,81.35,5.82,-13.42
Tagalog,lila,71.6,10.25,-21.6
Tagalog,lila,61.7,15.28,-29.05
Tagalog,lila,51.57,22.05,-37.02
Tagalog,lila,41.22,24.29,-38.02
Tagalog,lila,30.77,28.36,-39.75
Tagalog,lila,20.54,23.12,-31.33
Tagalog,berde,91.08,2.95,-4.85
Tagalog,berde,81.35,8.19,-12.62
Tagalog,berde,71.6,13.67,-19.66
Tagalog,berde,61.7,20.07,-26.92
Tagalog,berde,51.57,27.4,-33.72
Tagalog,berde,41.22,29.49,-34.06
Tagalog,berde,30.77,33.51,-35.69
Tagalog,berde,20.54,26.82,-27.84
Tagalog,"bughaw,",91.08,3.36,-4.24
Tagalog,"bughaw,",81.35,9.68,-11.26
Tagalog,"bughaw,",71.6,16.13,-17.52
Tagalog,"bughaw,",61.7,23.29,-23.79
Tagalog,"bughaw,",51.57,31.24,-29.94
Tagalog,"bughaw,",41.22,33.08,-30.5
Tagalog,"bughaw,",30.77,36.9,-32.14
Tagalog,"bughaw,",20.54,29.26,-25.01
Tagalog,itim,91.08,4.7,-2.0
Tagalog,itim,81.35,21.03,-9.69
